tau,precision,recall,f1,tpr,fpr,youden_j
0.5717911,0.6934235976789168,0.8776009791921665,0.7747163695299838,0.877600979192059,0.3880048959607848,0.48959608323127424
0.58156955,0.6938775510204082,0.8739290085679314,0.7735644637053087,0.8739290085678244,0.38555691554462845,0.48837209302319595
0.59134793,0.6963761018609207,0.8702570379436965,0.7736670293797606,0.8702570379435899,0.37943696450423753,0.49082007343935236
0.6011263,0.7002967359050445,0.8665850673194615,0.774617067833698,0.8665850673193554,0.3708690330476902,0.49571603427166516
0.61090475,0.7030784508440914,0.8665850673194615,0.7763157894736842,0.8665850673193554,0.36597307221537745,0.5006119951039779
0.62068313,0.7038883349950149,0.8641370869033048,0.7758241758241758,0.8641370869031989,0.3635250917992211,0.5006119951039778
0.6304616,0.7037037037037037,0.8604651162790697,0.7742290748898678,0.8604651162789644,0.3623011015911429,0.49816401468782145
0.64023995,0.7070707070707071,0.8567931456548348,0.774764803541782,0.8567931456547299,0.35495716034267377,0.5018359853120561
0.6500184,0.7073170731707317,0.8518971848225214,0.7729039422543031,0.851897184822417,0.3525091799265174,0.49938800489589963
0.65979683,0.7094455852156057,0.8457772337821298,0.7716359575656058,0.8457772337820262,0.3463892288861265,0.4993880048958997
0.6695752,0.7118997912317327,0.8347613219094248,0.7684507042253521,0.8347613219093225,0.33782129742957917,0.49694002447974334
0.6793536,0.7121848739495799,0.8298653610771114,0.7665347654041832,0.8298653610770098,0.3353733170134228,0.494492044063587
0.689132,0.7182203389830508,0.8298653610771114,0.7700170357751278,0.8298653610770098,0.3255813953487973,0.5042839657282125
